ID, RE, T, X00, Y00, U00, V00, P00, X01, Y01, U01, V01, P01, X02, Y02, U02, V02, P02
36, 1.059727e+03, 1.800000e+01, 9.375000e-01, 3.906250e-02, 8.155051e-03, 4.767646e-03, 2.539955e-02, 5.000000e-01, 5.000000e-01, -5.505270e-02, 4.047862e-02, -4.953125e-02, 3.906250e-02, 9.375000e-01, -5.546333e-02, 1.099501e-01, 1.477777e-03
37, 1.059727e+03, 1.850000e+01, 9.375000e-01, 3.906250e-02, 8.344094e-03, 4.880190e-03, 2.565685e-02, 5.000000e-01, 5.000000e-01, -5.431198e-02, 3.906930e-02, -4.965961e-02, 3.906250e-02, 9.375000e-01, -5.569616e-02, 1.094738e-01, 1.813575e-03
38, 1.059727e+03, 1.900000e+01, 9.375000e-01, 3.906250e-02, 8.517187e-03, 4.983225e-03, 2.589287e-02, 5.000000e-01, 5.000000e-01, -5.372500e-02, 3.783168e-02, -4.976564e-02, 3.906250e-02, 9.375000e-01, -5.591039e-02, 1.090320e-01, 2.130197e-03
39, 1.059727e+03, 1.950000e+01, 9.375000e-01, 3.906250e-02, 8.675585e-03, 5.077531e-03, 2.610795e-02, 5.000000e-01, 5.000000e-01, -5.325486e-02, 3.677103e-02, -4.985272e-02, 3.906250e-02, 9.375000e-01, -5.610687e-02, 1.086238e-01, 2.426849e-03
40, 1.059727e+03, 2.000000e+01, 9.375000e-01, 3.906250e-02, 8.820287e-03, 5.163738e-03, 2.630307e-02, 5.000000e-01, 5.000000e-01, -5.286471e-02, 3.588348e-02, -4.992557e-02, 3.906250e-02, 9.375000e-01, -5.628642e-02, 1.082483e-01, 2.703148e-03
41, 1.059727e+03, 2.050000e+01, 9.375000e-01, 3.906250e-02, 8.952074e-03, 5.242339e-03, 2.647956e-02, 5.000000e-01, 5.000000e-01, -5.252196e-02, 3.515555e-02, -4.998938e-02, 3.906250e-02, 9.375000e-01, -5.644960e-02, 1.079049e-01, 2.959009e-03
42, 1.059727e+03, 2.100000e+01, 9.375000e-01, 3.906250e-02, 9.071573e-03, 5.313737e-03, 2.663875e-02, 5.000000e-01, 5.000000e-01, -5.220085e-02, 3.456566e-02, -5.004888e-02, 3.906250e-02, 9.375000e-01, -5.659702e-02, 1.075928e-01, 3.194245e-03
43, 1.059727e+03, 2.150000e+01, 9.375000e-01, 3.906250e-02, 9.179355e-03, 5.378282e-03, 2.678235e-02, 5.000000e-01, 5.000000e-01, -5.188395e-02, 3.408691e-02, -5.010818e-02, 3.906250e-02, 9.375000e-01, -5.672945e-02, 1.073111e-01, 3.409347e-03
44, 1.059727e+03, 2.200000e+01, 9.375000e-01, 3.906250e-02, 9.276005e-03, 5.436321e-03, 2.691207e-02, 5.000000e-01, 5.000000e-01, -5.156270e-02, 3.369074e-02, -5.017025e-02, 3.906250e-02, 9.375000e-01, -5.684798e-02, 1.070581e-01, 3.605060e-03
45, 1.059727e+03, 2.250000e+01, 9.375000e-01, 3.906250e-02, 9.362182e-03, 5.488229e-03, 2.702948e-02, 5.000000e-01, 5.000000e-01, -5.123661e-02, 3.335013e-02, -5.023659e-02, 3.906250e-02, 9.375000e-01, -5.695372e-02, 1.068317e-01, 3.782391e-03
46, 1.059727e+03, 2.300000e+01, 9.375000e-01, 3.906250e-02, 9.438633e-03, 5.534425e-03, 2.713617e-02, 5.000000e-01, 5.000000e-01, -5.091151e-02, 3.304241e-02, -5.030756e-02, 3.906250e-02, 9.375000e-01, -5.704799e-02, 1.066296e-01, 3.942779e-03
47, 1.059727e+03, 2.350000e+01, 9.375000e-01, 3.906250e-02, 9.506197e-03, 5.575376e-03, 2.723341e-02, 5.000000e-01, 5.000000e-01, -5.059709e-02, 3.275106e-02, -5.038229e-02, 3.906250e-02, 9.375000e-01, -5.713218e-02, 1.064494e-01, 4.087666e-03
48, 1.059727e+03, 2.400000e+01, 9.375000e-01, 3.906250e-02, 9.565787e-03, 5.611593e-03, 2.732244e-02, 5.000000e-01, 5.000000e-01, -5.030441e-02, 3.246632e-02, -5.045927e-02, 3.906250e-02, 9.375000e-01, -5.720766e-02, 1.062883e-01, 4.218790e-03
49, 1.059727e+03, 2.450000e+01, 9.375000e-01, 3.906250e-02, 9.618362e-03, 5.643612e-03, 2.740411e-02, 5.000000e-01, 5.000000e-01, -5.004360e-02, 3.218485e-02, -5.053643e-02, 3.906250e-02, 9.375000e-01, -5.727567e-02, 1.061440e-01, 4.337638e-03
50, 1.059727e+03, 2.500000e+01, 9.375000e-01, 3.906250e-02, 9.664887e-03, 5.671982e-03, 2.747914e-02, 5.000000e-01, 5.000000e-01, -4.982209e-02, 3.190872e-02, -5.061180e-02, 3.906250e-02, 9.375000e-01, -5.733728e-02, 1.060143e-01, 4.445703e-03
51, 1.059727e+03, 2.550000e+01, 9.375000e-01, 3.906250e-02, 9.706286e-03, 5.697234e-03, 2.754811e-02, 5.000000e-01, 5.000000e-01, -4.964345e-02, 3.164364e-02, -5.068373e-02, 3.906250e-02, 9.375000e-01, -5.739338e-02, 1.058970e-01, 4.544381e-03
52, 1.059727e+03, 2.600000e+01, 9.375000e-01, 3.906250e-02, 9.743396e-03, 5.719857e-03, 2.761134e-02, 5.000000e-01, 5.000000e-01, -4.950711e-02, 3.139702e-02, -5.075100e-02, 3.906250e-02, 9.375000e-01, -5.744465e-02, 1.057907e-01, 4.634683e-03
53, 1.059727e+03, 2.650000e+01, 9.375000e-01, 3.906250e-02, 9.776925e-03, 5.740274e-03, 2.766912e-02, 5.000000e-01, 5.000000e-01, -4.940877e-02, 3.117608e-02, -5.081302e-02, 3.906250e-02, 9.375000e-01, -5.749160e-02, 1.056941e-01, 4.717431e-03
54, 1.059727e+03, 2.700000e+01, 9.375000e-01, 3.906250e-02, 9.807434e-03, 5.758826e-03, 2.772192e-02, 5.000000e-01, 5.000000e-01, -4.934126e-02, 3.098633e-02, -5.087001e-02, 3.906250e-02, 9.375000e-01, -5.753461e-02, 1.056061e-01, 4.793474e-03
55, 1.059727e+03, 2.750000e+01, 9.375000e-01, 3.906250e-02, 9.835334e-03, 5.775771e-03, 2.776999e-02, 5.000000e-01, 5.000000e-01, -4.929594e-02, 3.083054e-02, -5.092255e-02, 3.906250e-02, 9.375000e-01, -5.757393e-02, 1.055260e-01, 4.863292e-03
56, 1.059727e+03, 2.800000e+01, 9.375000e-01, 3.906250e-02, 9.860904e-03, 5.791292e-03, 2.781373e-02, 5.000000e-01, 5.000000e-01, -4.926408e-02, 3.070832e-02, -5.097166e-02, 3.906250e-02, 9.375000e-01, -5.760973e-02, 1.054532e-01, 4.927401e-03
57, 1.059727e+03, 2.850000e+01, 9.375000e-01, 3.906250e-02, 9.884319e-03, 5.805508e-03, 2.785335e-02, 5.000000e-01, 5.000000e-01, -4.923800e-02, 3.061642e-02, -5.101827e-02, 3.906250e-02, 9.375000e-01, -5.764221e-02, 1.053873e-01, 4.985948e-03
58, 1.059727e+03, 2.900000e+01, 9.375000e-01, 3.906250e-02, 9.905688e-03, 5.818496e-03, 2.788934e-02, 5.000000e-01, 5.000000e-01, -4.921203e-02, 3.054941e-02, -5.106355e-02, 3.906250e-02, 9.375000e-01, -5.767154e-02, 1.053278e-01, 5.039446e-03
59, 1.059727e+03, 2.950000e+01, 9.375000e-01, 3.906250e-02, 9.925090e-03, 5.830312e-03, 2.792205e-02, 5.000000e-01, 5.000000e-01, -4.918294e-02, 3.050068e-02, -5.110826e-02, 3.906250e-02, 9.375000e-01, -5.769795e-02, 1.052742e-01, 5.088190e-03
60, 1.059727e+03, 3.000000e+01, 9.375000e-01, 3.906250e-02, 9.942598e-03, 5.841002e-03, 2.795189e-02, 5.000000e-01, 5.000000e-01, -4.914983e-02, 3.046347e-02, -5.115299e-02, 3.906250e-02, 9.375000e-01, -5.772167e-02, 1.052262e-01, 5.132691e-03
61, 1.059727e+03, 3.050000e+01, 9.375000e-01, 3.906250e-02, 9.958302e-03, 5.850620e-03, 2.797930e-02, 5.000000e-01, 5.000000e-01, -4.911382e-02, 3.043182e-02, -5.119793e-02, 3.906250e-02, 9.375000e-01, -5.774300e-02, 1.051830e-01, 5.173384e-03
62, 1.059727e+03, 3.100000e+01, 9.375000e-01, 3.906250e-02, 9.972321e-03, 5.859231e-03, 2.800464e-02, 5.000000e-01, 5.000000e-01, -4.907729e-02, 3.040121e-02, -5.124282e-02, 3.906250e-02, 9.375000e-01, -5.776223e-02, 1.051443e-01, 5.210508e-03
63, 1.059727e+03, 3.150000e+01, 9.375000e-01, 3.906250e-02, 9.984801e-03, 5.866917e-03, 2.802822e-02, 5.000000e-01, 5.000000e-01, -4.904327e-02, 3.036886e-02, -5.128743e-02, 3.906250e-02, 9.375000e-01, -5.777964e-02, 1.051094e-01, 5.244437e-03
64, 1.059727e+03, 3.200000e+01, 9.375000e-01, 3.906250e-02, 9.995911e-03, 5.873774e-03, 2.805003e-02, 5.000000e-01, 5.000000e-01, -4.901467e-02, 3.033379e-02, -5.133120e-02, 3.906250e-02, 9.375000e-01, -5.779549e-02, 1.050778e-01, 5.275437e-03
65, 1.059727e+03, 3.250000e+01, 9.375000e-01, 3.906250e-02, 1.000583e-02, 5.879906e-03, 2.807034e-02, 5.000000e-01, 5.000000e-01, -4.899376e-02, 3.029656e-02, -5.137365e-02, 3.906250e-02, 9.375000e-01, -5.781003e-02, 1.050491e-01, 5.303956e-03
66, 1.059727e+03, 3.300000e+01, 9.375000e-01, 3.906250e-02, 1.001475e-02, 5.885417e-03, 2.808919e-02, 5.000000e-01, 5.000000e-01, -4.898186e-02, 3.025878e-02, -5.141425e-02, 3.906250e-02, 9.375000e-01, -5.782344e-02, 1.050228e-01, 5.330246e-03
67, 1.059727e+03, 3.350000e+01, 9.375000e-01, 3.906250e-02, 1.002283e-02, 5.890407e-03, 2.810667e-02, 5.000000e-01, 5.000000e-01, -4.897914e-02, 3.022264e-02, -5.145275e-02, 3.906250e-02, 9.375000e-01, -5.783584e-02, 1.049987e-01, 5.354616e-03
68, 1.059727e+03, 3.400000e+01, 9.375000e-01, 3.906250e-02, 1.003022e-02, 5.894964e-03, 2.812283e-02, 5.000000e-01, 5.000000e-01, -4.898474e-02, 3.019034e-02, -5.148905e-02, 3.906250e-02, 9.375000e-01, -5.784735e-02, 1.049764e-01, 5.377299e-03
69, 1.059727e+03, 3.450000e+01, 9.375000e-01, 3.906250e-02, 1.003703e-02, 5.899160e-03, 2.813764e-02, 5.000000e-01, 5.000000e-01, -4.899698e-02, 3.016366e-02, -5.152295e-02, 3.906250e-02, 9.375000e-01, -5.785803e-02, 1.049558e-01, 5.398197e-03
70, 1.059727e+03, 3.500000e+01, 9.375000e-01, 3.906250e-02, 1.004336e-02, 5.903047e-03, 2.815108e-02, 5.000000e-01, 5.000000e-01, -4.901375e-02, 3.014369e-02, -5.155421e-02, 3.906250e-02, 9.375000e-01, -5.786791e-02, 1.049368e-01, 5.417173e-03
71, 1.059727e+03, 3.550000e+01, 9.375000e-01, 3.906250e-02, 1.004924e-02, 5.906661e-03, 2.816384e-02, 5.000000e-01, 5.000000e-01, -4.903283e-02, 3.013067e-02, -5.158473e-02, 3.906250e-02, 9.375000e-01, -5.787703e-02, 1.049193e-01, 5.435550e-03
72, 1.059727e+03, 3.600000e+01, 9.375000e-01, 3.906250e-02, 1.005472e-02, 5.910022e-03, 2.817574e-02, 5.000000e-01, 5.000000e-01, -4.905225e-02, 3.012406e-02, -5.161338e-02, 3.906250e-02, 9.375000e-01, -5.788541e-02, 1.049032e-01, 5.452658e-03
73, 1.059727e+03, 3.650000e+01, 9.375000e-01, 3.906250e-02, 1.005980e-02, 5.913140e-03, 2.818663e-02, 5.000000e-01, 5.000000e-01, -4.907052e-02, 3.012268e-02, -5.164018e-02, 3.906250e-02, 9.375000e-01, -5.789309e-02, 1.048884e-01, 5.468141e-03
74, 1.059727e+03, 3.700000e+01, 9.375000e-01, 3.906250e-02, 1.006449e-02, 5.916020e-03, 2.819716e-02, 5.000000e-01, 5.000000e-01, -4.908677e-02, 3.012501e-02, -5.166576e-02, 3.906250e-02, 9.375000e-01, -5.790011e-02, 1.048749e-01, 5.482794e-03
75, 1.059727e+03, 3.750000e+01, 9.375000e-01, 3.906250e-02, 1.006879e-02, 5.918670e-03, 2.820630e-02, 5.000000e-01, 5.000000e-01, -4.910074e-02, 3.012942e-02, -5.168926e-02, 3.906250e-02, 9.375000e-01, -5.790650e-02, 1.048626e-01, 5.495723e-03
76, 1.059727e+03, 3.800000e+01, 9.375000e-01, 3.906250e-02, 1.007271e-02, 5.921076e-03, 2.821575e-02, 5.000000e-01, 5.000000e-01, -4.911267e-02, 3.013445e-02, -5.171584e-02, 3.906250e-02, 9.375000e-01, -5.791236e-02, 1.048514e-01, 5.509654e-03
77, 1.059727e+03, 3.850000e+01, 9.375000e-01, 3.906250e-02, 1.007627e-02, 5.923283e-03, 2.822381e-02, 5.000000e-01, 5.000000e-01, -4.912320e-02, 3.013897e-02, -5.174041e-02, 3.906250e-02, 9.375000e-01, -5.791770e-02, 1.048412e-01, 5.521391e-03
78, 1.059727e+03, 3.900000e+01, 9.375000e-01, 3.906250e-02, 1.007948e-02, 5.925284e-03, 2.823078e-02, 5.000000e-01, 5.000000e-01, -4.913314e-02, 3.014227e-02, -5.176213e-02, 3.906250e-02, 9.375000e-01, -5.792261e-02, 1.048318e-01, 5.531382e-03
79, 1.059727e+03, 3.950000e+01, 9.375000e-01, 3.906250e-02, 1.008239e-02, 5.927089e-03, 2.823853e-02, 5.000000e-01, 5.000000e-01, -4.914327e-02, 3.014412e-02, -5.178562e-02, 3.906250e-02, 9.375000e-01, -5.792717e-02, 1.048232e-01, 5.542427e-03
80, 1.059727e+03, 4.000000e+01, 9.375000e-01, 3.906250e-02, 1.008503e-02, 5.928743e-03, 2.824521e-02, 5.000000e-01, 5.000000e-01, -4.915428e-02, 3.014466e-02, -5.180817e-02, 3.906250e-02, 9.375000e-01, -5.793139e-02, 1.048153e-01, 5.551964e-03
81, 1.059727e+03, 4.050000e+01, 9.375000e-01, 3.906250e-02, 1.008744e-02, 5.930251e-03, 2.825116e-02, 5.000000e-01, 5.000000e-01, -4.916656e-02, 3.014433e-02, -5.182771e-02, 3.906250e-02, 9.375000e-01, -5.793533e-02, 1.048079e-01, 5.560149e-03
82, 1.059727e+03, 4.100000e+01, 9.375000e-01, 3.906250e-02, 1.008966e-02, 5.931638e-03, 2.825733e-02, 5.000000e-01, 5.000000e-01, -4.918025e-02, 3.014372e-02, -5.184765e-02, 3.906250e-02, 9.375000e-01, -5.793904e-02, 1.048010e-01, 5.568706e-03
83, 1.059727e+03, 4.150000e+01, 9.375000e-01, 3.906250e-02, 1.009173e-02, 5.932920e-03, 2.826318e-02, 5.000000e-01, 5.000000e-01, -4.919520e-02, 3.014345e-02, -5.186643e-02, 3.906250e-02, 9.375000e-01, -5.794252e-02, 1.047945e-01, 5.576769e-03
84, 1.059727e+03, 4.200000e+01, 9.375000e-01, 3.906250e-02, 1.009367e-02, 5.934119e-03, 2.826872e-02, 5.000000e-01, 5.000000e-01, -4.921107e-02, 3.014401e-02, -5.188437e-02, 3.906250e-02, 9.375000e-01, -5.794579e-02, 1.047885e-01, 5.584475e-03
85, 1.059727e+03, 4.250000e+01, 9.375000e-01, 3.906250e-02, 1.009548e-02, 5.935251e-03, 2.827351e-02, 5.000000e-01, 5.000000e-01, -4.922739e-02, 3.014573e-02, -5.190053e-02, 3.906250e-02, 9.375000e-01, -5.794885e-02, 1.047829e-01, 5.591082e-03
86, 1.059727e+03, 4.300000e+01, 9.375000e-01, 3.906250e-02, 1.009720e-02, 5.936315e-03, 2.827847e-02, 5.000000e-01, 5.000000e-01, -4.924363e-02, 3.014875e-02, -5.191654e-02, 3.906250e-02, 9.375000e-01, -5.795171e-02, 1.047776e-01, 5.597996e-03
87, 1.059727e+03, 4.350000e+01, 9.375000e-01, 3.906250e-02, 1.009882e-02, 5.937314e-03, 2.828299e-02, 5.000000e-01, 5.000000e-01, -4.925935e-02, 3.015295e-02, -5.193173e-02, 3.906250e-02, 9.375000e-01, -5.795439e-02, 1.047726e-01, 5.604290e-03
88, 1.059727e+03, 4.400000e+01, 9.375000e-01, 3.906250e-02, 1.010034e-02, 5.938257e-03, 2.828697e-02, 5.000000e-01, 5.000000e-01, -4.927420e-02, 3.015810e-02, -5.194577e-02, 3.906250e-02, 9.375000e-01, -5.795688e-02, 1.047680e-01, 5.609994e-03
89, 1.059727e+03, 4.450000e+01, 9.375000e-01, 3.906250e-02, 1.010176e-02, 5.939138e-03, 2.829082e-02, 5.000000e-01, 5.000000e-01, -4.928798e-02, 3.016386e-02, -5.195955e-02, 3.906250e-02, 9.375000e-01, -5.795919e-02, 1.047638e-01, 5.615599e-03
90, 1.059727e+03, 4.500000e+01, 9.375000e-01, 3.906250e-02, 1.010309e-02, 5.939965e-03, 2.829465e-02, 5.000000e-01, 5.000000e-01, -4.930065e-02, 3.016985e-02, -5.197269e-02, 3.906250e-02, 9.375000e-01, -5.796133e-02, 1.047598e-01, 5.620971e-03
91, 1.059727e+03, 4.550000e+01, 9.375000e-01, 3.906250e-02, 1.010432e-02, 5.940738e-03, 2.829814e-02, 5.000000e-01, 5.000000e-01, -4.931229e-02, 3.017571e-02, -5.198529e-02, 3.906250e-02, 9.375000e-01, -5.796331e-02, 1.047561e-01, 5.625860e-03
92, 1.059727e+03, 4.600000e+01, 9.375000e-01, 3.906250e-02, 1.010545e-02, 5.941441e-03, 2.830117e-02, 5.000000e-01, 5.000000e-01, -4.932308e-02, 3.018117e-02, -5.199729e-02, 3.906250e-02, 9.375000e-01, -5.796516e-02, 1.047527e-01, 5.630142e-03
93, 1.059727e+03, 4.650000e+01, 9.375000e-01, 3.906250e-02, 1.010650e-02, 5.942096e-03, 2.830445e-02, 5.000000e-01, 5.000000e-01, -4.933325e-02, 3.018608e-02, -5.200915e-02, 3.906250e-02, 9.375000e-01, -5.796689e-02, 1.047496e-01, 5.634737e-03
94, 1.059727e+03, 4.700000e+01, 9.375000e-01, 3.906250e-02, 1.010747e-02, 5.942705e-03, 2.830730e-02, 5.000000e-01, 5.000000e-01, -4.934303e-02, 3.019039e-02, -5.202023e-02, 3.906250e-02, 9.375000e-01, -5.796850e-02, 1.047466e-01, 5.638708e-03
95, 1.059727e+03, 4.750000e+01, 9.375000e-01, 3.906250e-02, 1.010837e-02, 5.943253e-03, 2.831014e-02, 5.000000e-01, 5.000000e-01, -4.935260e-02, 3.019413e-02, -5.203107e-02, 3.906250e-02, 9.375000e-01, -5.797004e-02, 1.047439e-01, 5.642679e-03
96, 1.059727e+03, 4.800000e+01, 9.375000e-01, 3.906250e-02, 1.010919e-02, 5.943782e-03, 2.831257e-02, 5.000000e-01, 5.000000e-01, -4.936210e-02, 3.019742e-02, -5.204108e-02, 3.906250e-02, 9.375000e-01, -5.797146e-02, 1.047413e-01, 5.646066e-03
97, 1.059727e+03, 4.850000e+01, 9.375000e-01, 3.906250e-02, 1.010997e-02, 5.944266e-03, 2.831522e-02, 5.000000e-01, 5.000000e-01, -4.937160e-02, 3.020044e-02, -5.205091e-02, 3.906250e-02, 9.375000e-01, -5.797282e-02, 1.047388e-01, 5.649698e-03
98, 1.059727e+03, 4.900000e+01, 9.375000e-01, 3.906250e-02, 1.011069e-02, 5.944727e-03, 2.831745e-02, 5.000000e-01, 5.000000e-01, -4.938108e-02, 3.020334e-02, -5.205985e-02, 3.906250e-02, 9.375000e-01, -5.797409e-02, 1.047365e-01, 5.652753e-03
99, 1.059727e+03, 4.950000e+01, 9.375000e-01, 3.906250e-02, 1.011139e-02, 5.945153e-03, 2.831982e-02, 5.000000e-01, 5.000000e-01, -4.939048e-02, 3.020626e-02, -5.206865e-02, 3.906250e-02, 9.375000e-01, -5.797532e-02, 1.047343e-01, 5.656040e-03
100, 1.059727e+03, 5.000000e+01, 9.375000e-01, 3.906250e-02, 1.011204e-02, 5.945559e-03, 2.832179e-02, 5.000000e-01, 5.000000e-01, -4.939970e-02, 3.020930e-02, -5.207671e-02, 3.906250e-02, 9.375000e-01, -5.797647e-02, 1.047323e-01, 5.658814e-03
0, 1.069848e+03, 0.000000e+00, 9.375000e-01, 3.906250e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 5.000000e-01, 5.000000e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.906250e-02, 9.375000e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00
1, 1.069848e+03, 5.000000e-01, 9.375000e-01, 3.906250e-02, -1.092021e-03, -6.113982e-04, 2.639073e-03, 5.000000e-01, 5.000000e-01, -2.046753e-02, 1.037092e-03, -6.336447e-04, 3.906250e-02, 9.375000e-01, -4.504412e-02, 1.288077e-01, -2.962173e-02
2, 1.069848e+03, 1.000000e+00, 9.375000e-01, 3.906250e-02, -1.113730e-03, -6.590770e-04, 2.843308e-03, 5.000000e-01, 5.000000e-01, -2.802738e-02, 3.501356e-03, -1.743992e-04, 3.906250e-02, 9.375000e-01, -4.491656e-02, 1.297736e-01, -1.917674e-02
3, 1.069848e+03, 1.500000e+00, 9.375000e-01, 3.906250e-02, -1.125731e-03, -6.888166e-04, 4.060460e-03, 5.000000e-01, 5.000000e-01, -3.346166e-02, 7.112024e-03, 5.065386e-04, 3.906250e-02, 9.375000e-01, -4.546041e-02, 1.286322e-01, -1.617018e-02
4, 1.069848e+03, 2.000000e+00, 9.375000e-01, 3.906250e-02, -1.205757e-03, -7.507027e-04, 5.625262e-03, 5.000000e-01, 5.000000e-01, -3.900423e-02, 1.211588e-02, 1.194475e-03, 3.906250e-02, 9.375000e-01, -4.583011e-02, 1.278810e-01, -1.510952e-02
5, 1.069848e+03, 2.500000e+00, 9.375000e-01, 3.906250e-02, -1.307775e-03, -8.259715e-04, 7.141422e-03, 5.000000e-01, 5.000000e-01, -4.570723e-02, 1.873142e-02, 1.791440e-03, 3.906250e-02, 9.375000e-01, -4.604855e-02, 1.274107e-01, -1.461607e-02
6, 1.069848e+03, 3.000000e+00, 9.375000e-01, 3.906250e-02, -1.365017e-03, -8.793031e-04, 8.474747e-03, 5.000000e-01, 5.000000e-01, -5.403257e-02, 2.707789e-02, 2.216253e-03, 3.906250e-02, 9.375000e-01, -4.618336e-02, 1.270800e-01, -1.427388e-02
7, 1.069848e+03, 3.500000e+00, 9.375000e-01, 3.906250e-02, -1.331228e-03, -8.826886e-04, 9.609045e-03, 5.000000e-01, 5.000000e-01, -6.422887e-02, 3.731939e-02, 2.358467e-03, 3.906250e-02, 9.375000e-01, -4.627743e-02, 1.268101e-01, -1.395434e-02
8, 1.069848e+03, 4.000000e+00, 9.375000e-01, 3.906250e-02, -1.188375e-03, -8.218771e-04, 1.056536e-02, 5.000000e-01, 5.000000e-01, -7.654344e-02, 4.982131e-02, 2.070172e-03, 3.906250e-02, 9.375000e-01, -4.635568e-02, 1.265586e-01, -1.361185e-02
9, 1.069848e+03, 4.500000e+00, 9.375000e-01, 3.906250e-02, -9.447389e-04, -6.972621e-04, 1.137897e-02, 5.000000e-01, 5.000000e-01, -9.169006e-02, 6.618803e-02, 1.138559e-03, 3.906250e-02, 9.375000e-01, -4.643305e-02, 1.263011e-01, -1.322894e-02
10, 1.069848e+03, 5.000000e+00, 9.375000e-01, 3.906250e-02, -6.290087e-04, -5.221055e-04, 1.209127e-02, 5.000000e-01, 5.000000e-01, -1.103063e-01, 9.025778e-02, -8.175202e-04, 3.906250e-02, 9.375000e-01, -4.651922e-02, 1.260236e-01, -1.279981e-02
11, 1.069848e+03, 5.500000e+00, 9.375000e-01, 3.906250e-02, -2.804802e-04, -3.179705e-04, 1.274413e-02, 5.000000e-01, 5.000000e-01, -1.289008e-01, 1.211270e-01, -4.334669e-03, 3.906250e-02, 9.375000e-01, -4.662093e-02, 1.257170e-01, -1.232424e-02
12, 1.069848e+03, 6.000000e+00, 9.375000e-01, 3.906250e-02, 6.347084e-05, -1.077751e-04, 1.337436e-02, 5.000000e-01, 5.000000e-01, -1.411529e-01, 1.489034e-01, -9.597683e-03, 3.906250e-02, 9.375000e-01, -4.674321e-02, 1.253753e-01, -1.180484e-02
13, 1.069848e+03, 6.500000e+00, 9.375000e-01, 3.906250e-02, 3.788627e-04, 9.137985e-05, 1.400842e-02, 5.000000e-01, 5.000000e-01, -1.445882e-01, 1.652396e-01, -1.602809e-02, 3.906250e-02, 9.375000e-01, -4.689003e-02, 1.249945e-01, -1.124570e-02
14, 1.069848e+03, 7.000000e+00, 9.375000e-01, 3.906250e-02, 6.612293e-04, 2.730768e-04, 1.465935e-02, 5.000000e-01, 5.000000e-01, -1.409685e-01, 1.689693e-01, -2.264058e-02, 3.906250e-02, 9.375000e-01, -4.706450e-02, 1.245717e-01, -1.065158e-02
15, 1.069848e+03, 7.500000e+00, 9.375000e-01, 3.906250e-02, 9.234335e-04, 4.417243e-04, 1.532713e-02, 5.000000e-01, 5.000000e-01, -1.333323e-01, 1.632231e-01, -2.862089e-02, 3.906250e-02, 9.375000e-01, -4.726890e-02, 1.241054e-01, -1.002752e-02
16, 1.069848e+03, 8.000000e+00, 9.375000e-01, 3.906250e-02, 1.186873e-03, 6.082099e-04, 1.600258e-02, 5.000000e-01, 5.000000e-01, -1.242270e-01, 1.520236e-01, -3.356382e-02, 3.906250e-02, 9.375000e-01, -4.750469e-02, 1.235949e-01, -9.378815e-03
17, 1.069848e+03, 8.500000e+00, 9.375000e-01, 3.906250e-02, 1.471738e-03, 7.841574e-04, 1.667284e-02, 5.000000e-01, 5.000000e-01, -1.152503e-01, 1.386477e-01, -3.740892e-02, 3.906250e-02, 9.375000e-01, -4.777255e-02, 1.230407e-01, -8.711090e-03
18, 1.069848e+03, 9.000000e+00, 9.375000e-01, 3.906250e-02, 1.790735e-03, 9.776862e-04, 1.732623e-02, 5.000000e-01, 5.000000e-01, -1.071752e-01, 1.252108e-01, -4.028492e-02, 3.906250e-02, 9.375000e-01, -4.807257e-02, 1.224437e-01, -8.030514e-03
19, 1.069848e+03, 9.500000e+00, 9.375000e-01, 3.906250e-02, 2.147442e-03, 1.191841e-03, 1.795502e-02, 5.000000e-01, 5.000000e-01, -1.002351e-01, 1.128214e-01, -4.238414e-02, 3.906250e-02, 9.375000e-01, -4.840383e-02, 1.218066e-01, -7.343596e-03
20, 1.069848e+03, 1.000000e+01, 9.375000e-01, 3.906250e-02, 2.538069e-03, 1.425195e-03, 1.855590e-02, 5.000000e-01, 5.000000e-01, -9.437849e-02, 1.019130e-01, -4.389434e-02, 3.906250e-02, 9.375000e-01, -4.876491e-02, 1.211328e-01, -6.656977e-03
21, 1.069848e+03, 1.050000e+01, 9.375000e-01, 3.906250e-02, 2.954549e-03, 1.673496e-03, 1.912913e-02, 5.000000e-01, 5.000000e-01, -8.943885e-02, 9.254196e-02, -4.497295e-02, 3.906250e-02, 9.375000e-01, -4.915558e-02, 1.204243e-01, -5.977063e-03
22, 1.069848e+03, 1.100000e+01, 9.375000e-01, 3.906250e-02, 3.387403e-03, 1.931365e-03, 1.967700e-02, 5.000000e-01, 5.000000e-01, -8.522817e-02, 8.459150e-02, -4.574352e-02, 3.906250e-02, 9.375000e-01, -4.957552e-02, 1.196815e-01, -5.309784e-03
23, 1.069848e+03, 1.150000e+01, 9.375000e-01, 3.906250e-02, 3.827623e-03, 2.193517e-03, 2.020252e-02, 5.000000e-01, 5.000000e-01, -8.157516e-02, 7.788597e-02, -4.629968e-02, 3.906250e-02, 9.375000e-01, -5.002358e-02, 1.189038e-01, -4.660219e-03
