ID, RE, T, X00, Y00, U00, V00, P00, X01, Y01, U01, V01, P01, X02, Y02, U02, V02, P02
0, 9.990000e+02, 0.000000e+00, 9.375000e-01, 3.906250e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 5.000000e-01, 5.000000e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 3.906250e-02, 9.375000e-01, 0.000000e+00, 0.000000e+00, 0.000000e+00
1, 9.990000e+02, 5.000000e-01, 9.375000e-01, 3.906250e-02, -1.102143e-03, -6.195840e-04, 2.743043e-03, 5.000000e-01, 5.000000e-01, -2.122807e-02, 1.084575e-03, -6.581994e-04, 3.906250e-02, 9.375000e-01, -4.655079e-02, 1.331914e-01, -3.126751e-02
2, 9.990000e+02, 1.000000e+00, 9.375000e-01, 3.906250e-02, -1.110042e-03, -6.606997e-04, 2.953099e-03, 5.000000e-01, 5.000000e-01, -2.909437e-02, 3.648167e-03, -1.898333e-04, 3.906250e-02, 9.375000e-01, -4.639964e-02, 1.339144e-01, -2.047584e-02
3, 9.990000e+02, 1.500000e+00, 9.375000e-01, 3.906250e-02, -1.114485e-03, -6.857685e-04, 4.195589e-03, 5.000000e-01, 5.000000e-01, -3.476627e-02, 7.399525e-03, 5.016217e-04, 3.906250e-02, 9.375000e-01, -4.696158e-02, 1.327119e-01, -1.735727e-02
4, 9.990000e+02, 2.000000e+00, 9.375000e-01, 3.906250e-02, -1.186809e-03, -7.429759e-04, 5.791631e-03, 5.000000e-01, 5.000000e-01, -4.055174e-02, 1.259147e-02, 1.200243e-03, 3.906250e-02, 9.375000e-01, -4.734182e-02, 1.319444e-01, -1.625264e-02
5, 9.990000e+02, 2.500000e+00, 9.375000e-01, 3.906250e-02, -1.277943e-03, -8.118697e-04, 7.336721e-03, 5.000000e-01, 5.000000e-01, -4.755610e-02, 1.944784e-02, 1.802909e-03, 3.906250e-02, 9.375000e-01, -4.756844e-02, 1.314658e-01, -1.573973e-02
6, 9.990000e+02, 3.000000e+00, 9.375000e-01, 3.906250e-02, -1.321058e-03, -8.566989e-04, 8.692588e-03, 5.000000e-01, 5.000000e-01, -5.627499e-02, 2.809005e-02, 2.220608e-03, 3.906250e-02, 9.375000e-01, -4.771205e-02, 1.311259e-01, -1.538600e-02
7, 9.990000e+02, 3.500000e+00, 9.375000e-01, 3.906250e-02, -1.271758e-03, -8.501637e-04, 9.842931e-03, 5.000000e-01, 5.000000e-01, -6.698236e-02, 3.868689e-02, 2.332951e-03, 3.906250e-02, 9.375000e-01, -4.781645e-02, 1.308439e-01, -1.505671e-02
8, 9.990000e+02, 4.000000e+00, 9.375000e-01, 3.906250e-02, -1.114760e-03, -7.794741e-04, 1.081029e-02, 5.000000e-01, 5.000000e-01, -7.999061e-02, 5.168834e-02, 1.978174e-03, 3.906250e-02, 9.375000e-01, -4.790665e-02, 1.305772e-01, -1.470391e-02
9, 9.990000e+02, 4.500000e+00, 9.375000e-01, 3.906250e-02, -8.610503e-04, -6.467367e-04, 1.163186e-02, 5.000000e-01, 5.000000e-01, -9.613778e-02, 6.907040e-02, 9.158418e-04, 3.906250e-02, 9.375000e-01, -4.799748e-02, 1.303020e-01, -1.430906e-02
10, 9.990000e+02, 5.000000e+00, 9.375000e-01, 3.906250e-02, -5.411275e-04, -4.666305e-04, 1.235097e-02, 5.000000e-01, 5.000000e-01, -1.156130e-01, 9.438436e-02, -1.278677e-03, 3.906250e-02, 9.375000e-01, -4.809832e-02, 1.300046e-01, -1.386594e-02
11, 9.990000e+02, 5.500000e+00, 9.375000e-01, 3.906250e-02, -1.945019e-04, -2.613132e-04, 1.301096e-02, 5.000000e-01, 5.000000e-01, -1.340580e-01, 1.250034e-01, -5.124021e-03, 3.906250e-02, 9.375000e-01, -4.821552e-02, 1.296767e-01, -1.337426e-02
12, 9.990000e+02, 6.000000e+00, 9.375000e-01, 3.906250e-02, 1.430802e-04, -5.316856e-05, 1.364931e-02, 5.000000e-01, 5.000000e-01, -1.454549e-01, 1.508251e-01, -1.068030e-02, 3.906250e-02, 9.375000e-01, -4.835378e-02, 1.293130e-01, -1.283676e-02
13, 9.990000e+02, 6.500000e+00, 9.375000e-01, 3.906250e-02, 4.505460e-04, 1.421730e-04, 1.429219e-02, 5.000000e-01, 5.000000e-01, -1.480995e-01, 1.648791e-01, -1.726361e-02, 3.906250e-02, 9.375000e-01, -4.851680e-02, 1.289100e-01, -1.225781e-02
14, 9.990000e+02, 7.000000e+00, 9.375000e-01, 3.906250e-02, 7.264398e-04, 3.201447e-04, 1.495160e-02, 5.000000e-01, 5.000000e-01, -1.440464e-01, 1.669438e-01, -2.388761e-02, 3.906250e-02, 9.375000e-01, -4.870743e-02, 1.284654e-01, -1.164252e-02
15, 9.990000e+02, 7.500000e+00, 9.375000e-01, 3.906250e-02, 9.851949e-04, 4.863482e-04, 1.562634e-02, 5.000000e-01, 5.000000e-01, -1.362753e-01, 1.603331e-01, -2.979624e-02, 3.906250e-02, 9.375000e-01, -4.892772e-02, 1.279783e-01, -1.099631e-02
16, 9.990000e+02, 8.000000e+00, 9.375000e-01, 3.906250e-02, 1.247819e-03, 6.517508e-04, 1.630651e-02, 5.000000e-01, 5.000000e-01, -1.271866e-01, 1.488851e-01, -3.464082e-02, 3.906250e-02, 9.375000e-01, -4.917899e-02, 1.274484e-01, -1.032493e-02
17, 9.990000e+02, 8.500000e+00, 9.375000e-01, 3.906250e-02, 1.532669e-03, 8.270943e-04, 1.697917e-02, 5.000000e-01, 5.000000e-01, -1.182605e-01, 1.356186e-01, -3.839358e-02, 3.906250e-02, 9.375000e-01, -4.946176e-02, 1.268765e-01, -9.634587e-03
18, 9.990000e+02, 9.000000e+00, 9.375000e-01, 3.906250e-02, 1.850166e-03, 1.019218e-03, 1.763304e-02, 5.000000e-01, 5.000000e-01, -1.102089e-01, 1.224471e-01, -4.119548e-02, 3.906250e-02, 9.375000e-01, -4.977598e-02, 1.262637e-01, -8.932102e-03
19, 9.990000e+02, 9.500000e+00, 9.375000e-01, 3.906250e-02, 2.201975e-03, 1.230012e-03, 1.826091e-02, 5.000000e-01, 5.000000e-01, -1.032465e-01, 1.103651e-01, -4.324034e-02, 3.906250e-02, 9.375000e-01, -5.012057e-02, 1.256128e-01, -8.224752e-03
20, 9.990000e+02, 1.000000e+01, 9.375000e-01, 3.906250e-02, 2.583157e-03, 1.457303e-03, 1.885989e-02, 5.000000e-01, 5.000000e-01, -9.732606e-02, 9.975733e-02, -4.471437e-02, 3.906250e-02, 9.375000e-01, -5.049414e-02, 1.249272e-01, -7.519835e-03
21, 9.990000e+02, 1.050000e+01, 9.375000e-01, 3.906250e-02, 2.985246e-03, 1.696549e-03, 1.943042e-02, 5.000000e-01, 5.000000e-01, -9.229227e-02, 9.066842e-02, -4.577264e-02, 3.906250e-02, 9.375000e-01, -5.089596e-02, 1.242087e-01, -6.824389e-03
22, 9.990000e+02, 1.100000e+01, 9.375000e-01, 3.906250e-02, 3.398936e-03, 1.942449e-03, 1.997481e-02, 5.000000e-01, 5.000000e-01, -8.796629e-02, 8.298090e-02, -4.653674e-02, 3.906250e-02, 9.375000e-01, -5.132512e-02, 1.234578e-01, -6.144869e-03
23, 9.990000e+02, 1.150000e+01, 9.375000e-01, 3.906250e-02, 3.815726e-03, 2.190021e-03, 2.049594e-02, 5.000000e-01, 5.000000e-01, -8.418798e-02, 7.651808e-02, -4.709898e-02, 3.906250e-02, 9.375000e-01, -5.177894e-02, 1.226763e-01, -5.486844e-03
24, 9.990000e+02, 1.200000e+01, 9.375000e-01, 3.906250e-02, 4.228625e-03, 2.435112e-03, 2.099636e-02, 5.000000e-01, 5.000000e-01, -8.081944e-02, 7.109388e-02, -4.752767e-02, 3.906250e-02, 9.375000e-01, -5.225170e-02, 1.218688e-01, -4.854630e-03
25, 9.990000e+02, 1.250000e+01, 9.375000e-01, 3.906250e-02, 4.632177e-03, 2.674481e-03, 2.147782e-02, 5.000000e-01, 5.000000e-01, -7.776396e-02, 6.652676e-02, -4.787279e-02, 3.906250e-02, 9.375000e-01, -5.273501e-02, 1.210443e-01, -4.251170e-03
26, 9.990000e+02, 1.300000e+01, 9.375000e-01, 3.906250e-02, 5.022214e-03, 2.905677e-03, 2.194127e-02, 5.000000e-01, 5.000000e-01, -7.494351e-02, 6.265380e-02, -4.816961e-02, 3.906250e-02, 9.375000e-01, -5.321764e-02, 1.202153e-01, -3.677996e-03
27, 9.990000e+02, 1.350000e+01, 9.375000e-01, 3.906250e-02, 5.395528e-03, 3.126854e-03, 2.238700e-02, 5.000000e-01, 5.000000e-01, -7.231600e-02, 5.933111e-02, -4.844196e-02, 3.906250e-02, 9.375000e-01, -5.368840e-02, 1.193964e-01, -3.135152e-03
28, 9.990000e+02, 1.400000e+01, 9.375000e-01, 3.906250e-02, 5.749654e-03, 3.336618e-03, 2.281484e-02, 5.000000e-01, 5.000000e-01, -6.986153e-02, 5.643062e-02, -4.870382e-02, 3.906250e-02, 9.375000e-01, -5.413781e-02, 1.186017e-01, -2.621624e-03
29, 9.990000e+02, 1.450000e+01, 9.375000e-01, 3.906250e-02, 6.082789e-03, 3.533957e-03, 2.322431e-02, 5.000000e-01, 5.000000e-01, -6.757054e-02, 5.384766e-02, -4.896185e-02, 3.906250e-02, 9.375000e-01, -5.455939e-02, 1.178421e-01, -2.135689e-03
30, 9.990000e+02, 1.500000e+01, 9.375000e-01, 3.906250e-02, 6.393792e-03, 3.718231e-03, 2.361482e-02, 5.000000e-01, 5.000000e-01, -6.545199e-02, 5.150094e-02, -4.921716e-02, 3.906250e-02, 9.375000e-01, -5.494975e-02, 1.171247e-01, -1.675318e-03
31, 9.990000e+02, 1.550000e+01, 9.375000e-01, 3.906250e-02, 6.682222e-03, 3.889182e-03, 2.398590e-02, 5.000000e-01, 5.000000e-01, -6.352535e-02, 4.933242e-02, -4.946674e-02, 3.906250e-02, 9.375000e-01, -5.530839e-02, 1.164526e-01, -1.238163e-03
32, 9.990000e+02, 1.600000e+01, 9.375000e-01, 3.906250e-02, 6.948332e-03, 4.046950e-03, 2.433708e-02, 5.000000e-01, 5.000000e-01, -6.180798e-02, 4.730550e-02, -4.970540e-02, 3.906250e-02, 9.375000e-01, -5.563675e-02, 1.158257e-01, -8.221931e-04
33, 9.990000e+02, 1.650000e+01, 9.375000e-01, 3.906250e-02, 7.192937e-03, 4.191988e-03, 2.466785e-02, 5.000000e-01, 5.000000e-01, -6.030952e-02, 4.540400e-02, -4.992744e-02, 3.906250e-02, 9.375000e-01, -5.593733e-02, 1.152422e-01, -4.260103e-04
34, 9.990000e+02, 1.700000e+01, 9.375000e-01, 3.906250e-02, 7.417310e-03, 4.325015e-03, 2.497770e-02, 5.000000e-01, 5.000000e-01, -5.903203e-02, 4.362952e-02, -5.012800e-02, 3.906250e-02, 9.375000e-01, -5.621291e-02, 1.146996e-01, -4.873420e-05
35, 9.990000e+02, 1.750000e+01, 9.375000e-01, 3.906250e-02, 7.622951e-03, 4.446908e-03, 2.526617e-02, 5.000000e-01, 5.000000e-01, -5.796898e-02, 4.199438e-02, -5.030377e-02, 3.906250e-02, 9.375000e-01, -5.646621e-02, 1.141949e-01, 3.098802e-04
36, 9.990000e+02, 1.800000e+01, 9.375000e-01, 3.906250e-02, 7.811395e-03, 4.558571e-03, 2.553306e-02, 5.000000e-01, 5.000000e-01, -5.710315e-02, 4.051470e-02, -5.045360e-02, 3.906250e-02, 9.375000e-01, -5.669935e-02, 1.137258e-01, 6.497689e-04
37, 9.990000e+02, 1.850000e+01, 9.375000e-01, 3.906250e-02, 7.984058e-03, 4.660857e-03, 2.577838e-02, 5.000000e-01, 5.000000e-01, -5.640706e-02, 3.920402e-02, -5.057857e-02, 3.906250e-02, 9.375000e-01, -5.691376e-02, 1.132908e-01, 9.704560e-04
38, 9.990000e+02, 1.900000e+01, 9.375000e-01, 3.906250e-02, 8.142155e-03, 4.754515e-03, 2.600242e-02, 5.000000e-01, 5.000000e-01, -5.584602e-02, 3.806911e-02, -5.068169e-02, 3.906250e-02, 9.375000e-01, -5.711080e-02, 1.128883e-01, 1.271331e-03
39, 9.990000e+02, 1.950000e+01, 9.375000e-01, 3.906250e-02, 8.286671e-03, 4.840166e-03, 2.620595e-02, 5.000000e-01, 5.000000e-01, -5.538301e-02, 3.710824e-02, -5.076752e-02, 3.906250e-02, 9.375000e-01, -5.729118e-02, 1.125176e-01, 1.551964e-03
40, 9.990000e+02, 2.000000e+01, 9.375000e-01, 3.906250e-02, 8.418382e-03, 4.918306e-03, 2.639012e-02, 5.000000e-01, 5.000000e-01, -5.498400e-02, 3.631068e-02, -5.084134e-02, 3.906250e-02, 9.375000e-01, -5.745536e-02, 1.121780e-01, 1.812082e-03
41, 9.990000e+02, 2.050000e+01, 9.375000e-01, 3.906250e-02, 8.537927e-03, 4.989341e-03, 2.655630e-02, 5.000000e-01, 5.000000e-01, -5.462131e-02, 3.565748e-02, -5.090829e-02, 3.906250e-02, 9.375000e-01, -5.760399e-02, 1.118688e-01, 2.051617e-03
42, 9.990000e+02, 2.100000e+01, 9.375000e-01, 3.906250e-02, 8.645884e-03, 5.053624e-03, 2.670616e-02, 5.000000e-01, 5.000000e-01, -5.427521e-02, 3.512393e-02, -5.097289e-02, 3.906250e-02, 9.375000e-01, -5.773784e-02, 1.115889e-01, 2.270976e-03
43, 9.990000e+02, 2.150000e+01, 9.375000e-01, 3.906250e-02, 8.742836e-03, 5.111497e-03, 2.684128e-02, 5.000000e-01, 5.000000e-01, -5.393436e-02, 3.468275e-02, -5.103839e-02, 3.906250e-02, 9.375000e-01, -5.785773e-02, 1.113369e-01, 2.470639e-03
44, 9.990000e+02, 2.200000e+01, 9.375000e-01, 3.906250e-02, 8.829414e-03, 5.163319e-03, 2.696334e-02, 5.000000e-01, 5.000000e-01, -5.359547e-02, 3.430730e-02, -5.110689e-02, 3.906250e-02, 9.375000e-01, -5.796474e-02, 1.111111e-01, 2.651703e-03
45, 9.990000e+02, 2.250000e+01, 9.375000e-01, 3.906250e-02, 8.906333e-03, 5.209492e-03, 2.707397e-02, 5.000000e-01, 5.000000e-01, -5.326172e-02, 3.397445e-02, -5.117913e-02, 3.906250e-02, 9.375000e-01, -5.806010e-02, 1.109095e-01, 2.815511e-03
46, 9.990000e+02, 2.300000e+01, 9.375000e-01, 3.906250e-02, 8.974400e-03, 5.250465e-03, 2.717451e-02, 5.000000e-01, 5.000000e-01, -5.294056e-02, 3.366643e-02, -5.125459e-02, 3.906250e-02, 9.375000e-01, -5.814505e-02, 1.107298e-01, 2.963440e-03
47, 9.990000e+02, 2.350000e+01, 9.375000e-01, 3.906250e-02, 9.034499e-03, 5.286732e-03, 2.726627e-02, 5.000000e-01, 5.000000e-01, -5.264137e-02, 3.337185e-02, -5.133206e-02, 3.906250e-02, 9.375000e-01, -5.822100e-02, 1.105694e-01, 3.097245e-03
48, 9.990000e+02, 2.400000e+01, 9.375000e-01, 3.906250e-02, 9.087555e-03, 5.318810e-03, 2.735010e-02, 5.000000e-01, 5.000000e-01, -5.237312e-02, 3.308560e-02, -5.140959e-02, 3.906250e-02, 9.375000e-01, -5.828920e-02, 1.104260e-01, 3.218272e-03
49, 9.990000e+02, 2.450000e+01, 9.375000e-01, 3.906250e-02, 9.134493e-03, 5.347224e-03, 2.742688e-02, 5.000000e-01, 5.000000e-01, -5.214259e-02, 3.280790e-02, -5.148539e-02, 3.906250e-02, 9.375000e-01, -5.835077e-02, 1.102973e-01, 3.328135e-03
50, 9.990000e+02, 2.500000e+01, 9.375000e-01, 3.906250e-02, 9.176201e-03, 5.372483e-03, 2.749720e-02, 5.000000e-01, 5.000000e-01, -5.195322e-02, 3.254266e-02, -5.155779e-02, 3.906250e-02, 9.375000e-01, -5.840664e-02, 1.101813e-01, 3.428187e-03
51, 9.990000e+02, 2.550000e+01, 9.375000e-01, 3.906250e-02, 9.213484e-03, 5.395056e-03, 2.756147e-02, 5.000000e-01, 5.000000e-01, -5.180481e-02, 3.229584e-02, -5.162559e-02, 3.906250e-02, 9.375000e-01, -5.845751e-02, 1.100765e-01, 3.519501e-03
52, 9.990000e+02, 2.600000e+01, 9.375000e-01, 3.906250e-02, 9.247035e-03, 5.415353e-03, 2.762013e-02, 5.000000e-01, 5.000000e-01, -5.169370e-02, 3.207358e-02, -5.168823e-02, 3.906250e-02, 9.375000e-01, -5.850393e-02, 1.099814e-01, 3.603056e-03
53, 9.990000e+02, 2.650000e+01, 9.375000e-01, 3.906250e-02, 9.277413e-03, 5.433713e-03, 2.767354e-02, 5.000000e-01, 5.000000e-01, -5.161354e-02, 3.188077e-02, -5.174570e-02, 3.906250e-02, 9.375000e-01, -5.854633e-02, 1.098951e-01, 3.679542e-03
54, 9.990000e+02, 2.700000e+01, 9.375000e-01, 3.906250e-02, 9.305049e-03, 5.450401e-03, 2.772210e-02, 5.000000e-01, 5.000000e-01, -5.155659e-02, 3.172000e-02, -5.179856e-02, 3.906250e-02, 9.375000e-01, -5.858498e-02, 1.098167e-01, 3.749609e-03
55, 9.990000e+02, 2.750000e+01, 9.375000e-01, 3.906250e-02, 9.330248e-03, 5.465613e-03, 2.776614e-02, 5.000000e-01, 5.000000e-01, -5.151480e-02, 3.159112e-02, -5.184768e-02, 3.906250e-02, 9.375000e-01, -5.862012e-02, 1.097457e-01, 3.813684e-03
56, 9.990000e+02, 2.800000e+01, 9.375000e-01, 3.906250e-02, 9.353223e-03, 5.479486e-03, 2.780609e-02, 5.000000e-01, 5.000000e-01, -5.148101e-02, 3.149142e-02, -5.189415e-02, 3.906250e-02, 9.375000e-01, -5.865195e-02, 1.096815e-01, 3.872261e-03
57, 9.990000e+02, 2.850000e+01, 9.375000e-01, 3.906250e-02, 9.374117e-03, 5.492116e-03, 2.784224e-02, 5.000000e-01, 5.000000e-01, -5.144978e-02, 3.141617e-02, -5.193886e-02, 3.906250e-02, 9.375000e-01, -5.868067e-02, 1.096236e-01, 3.925546e-03
58, 9.990000e+02, 2.900000e+01, 9.375000e-01, 3.906250e-02, 9.393039e-03, 5.503575e-03, 2.787504e-02, 5.000000e-01, 5.000000e-01, -5.141779e-02, 3.135950e-02, -5.198269e-02, 3.906250e-02, 9.375000e-01, -5.870651e-02, 1.095716e-01, 3.974051e-03
59, 9.990000e+02, 2.950000e+01, 9.375000e-01, 3.906250e-02, 9.410089e-03, 5.513924e-03, 2.790483e-02, 5.000000e-01, 5.000000e-01, -5.138383e-02, 3.131530e-02, -5.202613e-02, 3.906250e-02, 9.375000e-01, -5.872969e-02, 1.095250e-01, 4.018184e-03
60, 9.990000e+02, 3.000000e+01, 9.375000e-01, 3.906250e-02, 9.425375e-03, 5.523228e-03, 2.793206e-02, 5.000000e-01, 5.000000e-01, -5.134848e-02, 3.127812e-02, -5.206940e-02, 3.906250e-02, 9.375000e-01, -5.875051e-02, 1.094832e-01, 4.058443e-03
61, 9.990000e+02, 3.050000e+01, 9.375000e-01, 3.906250e-02, 9.439025e-03, 5.531556e-03, 2.795722e-02, 5.000000e-01, 5.000000e-01, -5.131355e-02, 3.124370e-02, -5.211247e-02, 3.906250e-02, 9.375000e-01, -5.876924e-02, 1.094458e-01, 4.095152e-03
62, 9.990000e+02, 3.100000e+01, 9.375000e-01, 3.906250e-02, 9.451185e-03, 5.538992e-03, 2.798052e-02, 5.000000e-01, 5.000000e-01, -5.128141e-02, 3.120931e-02, -5.215510e-02, 3.906250e-02, 9.375000e-01, -5.878615e-02, 1.094121e-01, 4.128563e-03
63, 9.990000e+02, 3.150000e+01, 9.375000e-01, 3.906250e-02, 9.462019e-03, 5.545629e-03, 2.800194e-02, 5.000000e-01, 5.000000e-01, -5.125442e-02, 3.117381e-02, -5.219671e-02, 3.906250e-02, 9.375000e-01, -5.880150e-02, 1.093818e-01, 4.158964e-03
64, 9.990000e+02, 3.200000e+01, 9.375000e-01, 3.906250e-02, 9.471697e-03, 5.551564e-03, 2.802178e-02, 5.000000e-01, 5.000000e-01, -5.123443e-02, 3.113740e-02, -5.223694e-02, 3.906250e-02, 9.375000e-01, -5.881551e-02, 1.093542e-01, 4.186789e-03
65, 9.990000e+02, 3.250000e+01, 9.375000e-01, 3.906250e-02, 9.480388e-03, 5.556895e-03, 2.804016e-02, 5.000000e-01, 5.000000e-01, -5.122247e-02, 3.110123e-02, -5.227550e-02, 3.906250e-02, 9.375000e-01, -5.882836e-02, 1.093292e-01, 4.212474e-03
66, 9.990000e+02, 3.300000e+01, 9.375000e-01, 3.906250e-02, 9.488246e-03, 5.561713e-03, 2.805708e-02, 5.000000e-01, 5.000000e-01, -5.121863e-02, 3.106700e-02, -5.231195e-02, 3.906250e-02, 9.375000e-01, -5.884020e-02, 1.093062e-01, 4.236154e-03
67, 9.990000e+02, 3.350000e+01, 9.375000e-01, 3.906250e-02, 9.495406e-03, 5.566099e-03, 2.807259e-02, 5.000000e-01, 5.000000e-01, -5.122215e-02, 3.103644e-02, -5.234617e-02, 3.906250e-02, 9.375000e-01, -5.885112e-02, 1.092851e-01, 4.257934e-03
68, 9.990000e+02, 3.400000e+01, 9.375000e-01, 3.906250e-02, 9.501976e-03, 5.570119e-03, 2.808678e-02, 5.000000e-01, 5.000000e-01, -5.123159e-02, 3.101098e-02, -5.237802e-02, 3.906250e-02, 9.375000e-01, -5.886122e-02, 1.092658e-01, 4.277894e-03
69, 9.990000e+02, 3.450000e+01, 9.375000e-01, 3.906250e-02, 9.508037e-03, 5.573823e-03, 2.810000e-02, 5.000000e-01, 5.000000e-01, -5.124515e-02, 3.099145e-02, -5.240828e-02, 3.906250e-02, 9.375000e-01, -5.887053e-02, 1.092479e-01, 4.296686e-03
70, 9.990000e+02, 3.500000e+01, 9.375000e-01, 3.906250e-02, 9.513643e-03, 5.577247e-03, 2.811207e-02, 5.000000e-01, 5.000000e-01, -5.126095e-02, 3.097802e-02, -5.243627e-02, 3.906250e-02, 9.375000e-01, -5.887909e-02, 1.092315e-01, 4.313798e-03
71, 9.990000e+02, 3.550000e+01, 9.375000e-01, 3.906250e-02, 9.518829e-03, 5.580412e-03, 2.812339e-02, 5.000000e-01, 5.000000e-01, -5.127733e-02, 3.097021e-02, -5.246197e-02, 3.906250e-02, 9.375000e-01, -5.888695e-02, 1.092165e-01, 4.329512e-03
72, 9.990000e+02, 3.600000e+01, 9.375000e-01, 3.906250e-02, 9.523619e-03, 5.583330e-03, 2.813409e-02, 5.000000e-01, 5.000000e-01, -5.129304e-02, 3.096702e-02, -5.248622e-02, 3.906250e-02, 9.375000e-01, -5.889413e-02, 1.092028e-01, 4.344360e-03
73, 9.990000e+02, 3.650000e+01, 9.375000e-01, 3.906250e-02, 9.528021e-03, 5.586012e-03, 2.814398e-02, 5.000000e-01, 5.000000e-01, -5.130730e-02, 3.096717e-02, -5.251102e-02, 3.906250e-02, 9.375000e-01, -5.890069e-02, 1.091903e-01, 4.358902e-03
74, 9.990000e+02, 3.700000e+01, 9.375000e-01, 3.906250e-02, 9.532043e-03, 5.588473e-03, 2.815350e-02, 5.000000e-01, 5.000000e-01, -5.131990e-02, 3.096932e-02, -5.253627e-02, 3.906250e-02, 9.375000e-01, -5.890667e-02, 1.091789e-01, 4.372921e-03
75, 9.990000e+02, 3.750000e+01, 9.375000e-01, 3.906250e-02, 9.535697e-03, 5.590731e-03, 2.816076e-02, 5.000000e-01, 5.000000e-01, -5.133100e-02, 3.097223e-02, -5.255681e-02, 3.906250e-02, 9.375000e-01, -5.891209e-02, 1.091685e-01, 4.383063e-03
76, 9.990000e+02, 3.800000e+01, 9.375000e-01, 3.906250e-02, 9.539015e-03, 5.592772e-03, 2.816858e-02, 5.000000e-01, 5.000000e-01, -5.134107e-02, 3.097496e-02, -5.257938e-02, 3.906250e-02, 9.375000e-01, -5.891707e-02, 1.091590e-01, 4.394552e-03
77, 9.990000e+02, 3.850000e+01, 9.375000e-01, 3.906250e-02, 9.542018e-03, 5.594624e-03, 2.817590e-02, 5.000000e-01, 5.000000e-01, -5.135074e-02, 3.097694e-02, -5.260163e-02, 3.906250e-02, 9.375000e-01, -5.892164e-02, 1.091504e-01, 4.405196e-03
78, 9.990000e+02, 3.900000e+01, 9.375000e-01, 3.906250e-02, 9.544742e-03, 5.596305e-03, 2.818311e-02, 5.000000e-01, 5.000000e-01, -5.136062e-02, 3.097795e-02, -5.262303e-02, 3.906250e-02, 9.375000e-01, -5.892586e-02, 1.091425e-01, 4.415438e-03
79, 9.990000e+02, 3.950000e+01, 9.375000e-01, 3.906250e-02, 9.547210e-03, 5.597844e-03, 2.818889e-02, 5.000000e-01, 5.000000e-01, -5.137121e-02, 3.097808e-02, -5.264169e-02, 3.906250e-02, 9.375000e-01, -5.892974e-02, 1.091352e-01, 4.423404e-03
80, 9.990000e+02, 4.000000e+01, 9.375000e-01, 3.906250e-02, 9.549470e-03, 5.599240e-03, 2.819486e-02, 5.000000e-01, 5.000000e-01, -5.138277e-02, 3.097769e-02, -5.266068e-02, 3.906250e-02, 9.375000e-01, -5.893338e-02, 1.091284e-01, 4.431728e-03
81, 9.990000e+02, 4.050000e+01, 9.375000e-01, 3.906250e-02, 9.551550e-03, 5.600525e-03, 2.820060e-02, 5.000000e-01, 5.000000e-01, -5.139540e-02, 3.097720e-02, -5.267849e-02, 3.906250e-02, 9.375000e-01, -5.893676e-02, 1.091222e-01, 4.439599e-03
82, 9.990000e+02, 4.100000e+01, 9.375000e-01, 3.906250e-02, 9.553479e-03, 5.601708e-03, 2.820621e-02, 5.000000e-01, 5.000000e-01, -5.140894e-02, 3.097707e-02, -5.269591e-02, 3.906250e-02, 9.375000e-01, -5.893994e-02, 1.091163e-01, 4.447411e-03
83, 9.990000e+02, 4.150000e+01, 9.375000e-01, 3.906250e-02, 9.555268e-03, 5.602821e-03, 2.821085e-02, 5.000000e-01, 5.000000e-01, -5.142312e-02, 3.097767e-02, -5.271128e-02, 3.906250e-02, 9.375000e-01, -5.894289e-02, 1.091109e-01, 4.453809e-03
84, 9.990000e+02, 4.200000e+01, 9.375000e-01, 3.906250e-02, 9.556943e-03, 5.603857e-03, 2.821557e-02, 5.000000e-01, 5.000000e-01, -5.143754e-02, 3.097922e-02, -5.272644e-02, 3.906250e-02, 9.375000e-01, -5.894565e-02, 1.091058e-01, 4.460420e-03
85, 9.990000e+02, 4.250000e+01, 9.375000e-01, 3.906250e-02, 9.558517e-03, 5.604828e-03, 2.821989e-02, 5.000000e-01, 5.000000e-01, -5.145182e-02, 3.098179e-02, -5.274077e-02, 3.906250e-02, 9.375000e-01, -5.894823e-02, 1.091010e-01, 4.466468e-03
86, 9.990000e+02, 4.300000e+01, 9.375000e-01, 3.906250e-02, 9.559992e-03, 5.605728e-03, 2.822394e-02, 5.000000e-01, 5.000000e-01, -5.146560e-02, 3.098529e-02, -5.275405e-02, 3.906250e-02, 9.375000e-01, -5.895063e-02, 1.090966e-01, 4.472157e-03
87, 9.990000e+02, 4.350000e+01, 9.375000e-01, 3.906250e-02, 9.561373e-03, 5.606575e-03, 2.822777e-02, 5.000000e-01, 5.000000e-01, -5.147864e-02, 3.098952e-02, -5.276699e-02, 3.906250e-02, 9.375000e-01, -5.895286e-02, 1.090926e-01, 4.477641e-03
88, 9.990000e+02, 4.400000e+01, 9.375000e-01, 3.906250e-02, 9.562656e-03, 5.607369e-03, 2.823129e-02, 5.000000e-01, 5.000000e-01, -5.149079e-02, 3.099418e-02, -5.277919e-02, 3.906250e-02, 9.375000e-01, -5.895493e-02, 1.090888e-01, 4.482667e-03
